Date,GSCI,SP,Ratio
01/11/10,569.37,1185.71,0.480195832
02/11/10,574.66,1187.86,0.483779402
03/11/10,577.60,1193.79,0.483838866
04/11/10,590.60,1198.34,0.492851695
05/11/10,594.39,1221.20,0.486722077
08/11/10,598.08,1223.24,0.488931444
09/11/10,601.86,1223.59,0.491881431
10/11/10,604.04,1213.14,0.497913679
11/11/10,602.42,1213.04,0.496616517
12/11/10,582.01,1209.07,0.481369234
15/11/10,584.13,1200.44,0.486600247
16/11/10,565.66,1194.79,0.473436671
17/11/10,560.06,1178.33,0.475296564
18/11/10,571.25,1183.75,0.48258019
19/11/10,565.94,1196.12,0.473147009
22/11/10,564.38,1198.07,0.471074979
23/11/10,562.41,1192.51,0.471620448
24/11/10,575.66,1183.70,0.486321619
26/11/10,574.63,1194.16,0.481200844
29/11/10,582.09,1189.08,0.489525516
30/11/10,575.84,1182.96,0.486777406
01/12/10,593.07,1186.60,0.499803978
02/12/10,601.06,1206.81,0.498059264
03/12/10,608.75,1219.93,0.499004615
06/12/10,609.83,1223.87,0.498277105
07/12/10,607.14,1227.25,0.494716887
08/12/10,607.73,1225.02,0.496097778
09/12/10,607.96,1230.14,0.494219276
10/12/10,605.21,1233.85,0.490504924
13/12/10,612.85,1242.52,0.493228519
14/12/10,610.79,1241.84,0.491842186
15/12/10,611.61,1241.58,0.492610061
16/12/10,607.24,1236.34,0.491161816
17/12/10,610.99,1243.63,0.491294597
20/12/10,617.38,1245.76,0.495581733
21/12/10,620.87,1249.43,0.496926278
22/12/10,625.03,1254.94,0.498054568
23/12/10,628.32,1257.53,0.499642712
27/12/10,626.20,1254.66,0.499101669
28/12/10,630.32,1259.10,0.50061536
29/12/10,629.36,1258.78,0.499974022
30/12/10,621.84,1259.44,0.493745871
31/12/10,631.83,1256.76,0.502746029
03/01/11,634.13,1257.62,0.50422735
04/01/11,623.36,1272.95,0.489700145
05/01/11,629.55,1268.78,0.496181529
06/01/11,620.61,1276.29,0.4862619
07/01/11,617.68,1274.41,0.48468146
10/01/11,625.86,1270.84,0.49247663
11/01/11,636.10,1272.58,0.499852033
12/01/11,642.91,1275.65,0.503983773
13/01/11,641.45,1285.78,0.498882624
14/01/11,643.06,1282.90,0.501257697
18/01/11,643.78,1293.22,0.497814061
19/01/11,642.51,1294.52,0.49632891
20/01/11,634.74,1280.85,0.495558418
21/01/11,638.01,1283.63,0.497034815
24/01/11,633.61,1283.29,0.493736879
25/01/11,623.20,1288.17,0.48378405
26/01/11,634.83,1291.97,0.491362338
27/01/11,629.99,1297.51,0.485535834
28/01/11,642.11,1299.63,0.494070543
31/01/11,655.26,1276.50,0.51332926
01/02/11,655.33,1289.14,0.508344633
02/02/11,658.92,1305.91,0.504566471
03/02/11,654.91,1302.77,0.502706464
04/02/11,648.13,1307.01,0.495886412
07/02/11,645.86,1311.85,0.492329077
08/02/11,648.21,1318.76,0.491529391
09/02/11,654.55,1322.48,0.494943591
10/02/11,654.68,1318.13,0.496673545
11/02/11,652.93,1318.66,0.495144389
14/02/11,656.80,1328.73,0.494304863
15/02/11,649.77,1330.43,0.488390145
16/02/11,653.89,1329.51,0.491825785
17/02/11,657.40,1334.37,0.492666652
18/02/11,657.62,1340.38,0.490620346
22/02/11,670.26,1338.91,0.500600862
23/02/11,684.91,1315.44,0.52066837
24/02/11,681.99,1307.09,0.521761394
25/02/11,690.56,1307.34,0.528215843
28/02/11,690.85,1321.61,0.52273076
01/03/11,702.28,1328.64,0.528568085
02/03/11,711.98,1305.47,0.545378446
03/03/11,711.68,1312.37,0.542284112
04/03/11,719.62,1330.73,0.540768526
07/03/11,719.22,1322.72,0.543741306
08/03/11,713.36,1311.05,0.544114793
09/03/11,715.96,1319.92,0.54242689
10/03/11,707.19,1315.72,0.537494908
11/03/11,701.06,1293.43,0.542015726
14/03/11,699.92,1301.19,0.537908376
15/03/11,673.31,1288.46,0.522572684
16/03/11,677.52,1279.46,0.52953199
17/03/11,700.43,1261.61,0.555183694
18/03/11,702.17,1276.71,0.549984178
21/03/11,707.69,1281.65,0.552167284
22/03/11,715.00,1298.29,0.550724414
23/03/11,716.53,1292.19,0.554510714
24/03/11,719.08,1300.61,0.552879418
25/03/11,718.73,1311.80,0.547895563
28/03/11,710.48,1315.45,0.54010065
29/03/11,712.96,1309.37,0.544503998
30/03/11,711.21,1321.89,0.53802858
31/03/11,725.62,1327.44,0.54663352
01/04/11,731.44,1329.48,0.550173376
04/04/11,738.02,1333.56,0.553418744
05/04/11,740.75,1332.03,0.556108646
06/04/11,742.09,1335.94,0.55547839
07/04/11,745.01,1334.82,0.558137202
08/04/11,760.33,1336.16,0.569044276
11/04/11,750.27,1329.01,0.564535782
12/04/11,730.63,1321.96,0.552684801
15/04/11,735.25,1314.54,0.559319001
18/04/11,733.69,1313.35,0.558637987
19/04/11,735.49,1305.99,0.563168095
20/04/11,748.41,1319.12,0.567358694
21/04/11,752.06,1333.23,0.564088867
25/04/11,752.54,1337.14,0.562801876
26/04/11,751.90,1336.75,0.562486179
27/04/11,752.30,1348.43,0.557910459
28/04/11,751.20,1353.86,0.554855524
29/04/11,758.79,1360.14,0.557879924
02/05/11,754.34,1365.21,0.552544737
03/05/11,742.87,1359.76,0.54632266
04/05/11,731.54,1355.90,0.539522384
05/05/11,683.83,1344.16,0.508743453
06/05/11,674.16,1340.24,0.503013117
09/05/11,698.46,1340.20,0.521161767
10/05/11,708.51,1348.34,0.525468057
11/05/11,681.00,1354.51,0.502764321
12/05/11,681.14,1339.39,0.508543143
13/05/11,683.61,1348.69,0.506871557
16/05/11,675.74,1334.77,0.506262352
17/05/11,672.92,1326.10,0.507440012
18/05/11,691.04,1328.54,0.520151595
19/05/11,683.26,1342.40,0.508982792
20/05/11,688.52,1342.00,0.513055738
23/05/11,676.81,1333.07,0.507707997
24/05/11,684.77,1317.70,0.519670562
25/05/11,696.53,1316.36,0.529131696
26/05/11,694.56,1320.64,0.525927959
27/05/11,698.72,1325.69,0.52706236
31/05/11,707.26,1331.10,0.531331756
01/06/11,696.57,1345.20,0.517821067
02/06/11,698.50,1314.55,0.53135864
03/06/11,699.77,1312.94,0.532977973
06/06/11,692.04,1300.26,0.532231477
07/06/11,696.62,1286.31,0.541560744
08/06/11,703.56,1284.63,0.547676919
09/06/11,710.27,1279.63,0.555059822
10/06/11,701.79,1288.60,0.544612758
13/06/11,695.14,1271.31,0.546789768
14/06/11,701.44,1272.22,0.551354247
15/06/11,677.71,1287.87,0.526225628
16/06/11,674.81,1265.53,0.533219284
17/06/11,669.11,1268.58,0.527448722
20/06/11,666.98,1271.50,0.524562092
21/06/11,668.47,1278.40,0.522894869
22/06/11,673.22,1295.48,0.519664757
23/06/11,648.75,1286.60,0.504233872
24/06/11,644.89,1283.04,0.502630082
27/06/11,642.82,1268.44,0.506780218
28/06/11,656.96,1280.21,0.513162762
29/06/11,670.47,1296.85,0.517002198
30/06/11,668.85,1307.64,0.511490318
01/07/11,664.31,1320.64,0.503023534
05/07/11,675.35,1339.59,0.504149628
06/07/11,673.73,1337.56,0.503699199
07/07/11,690.88,1339.62,0.515725504
08/07/11,685.60,1352.39,0.506954725
11/07/11,680.28,1343.31,0.506418697
12/07/11,689.80,1319.61,0.522730428
13/07/11,698.04,1314.45,0.531051542
14/07/11,688.41,1317.74,0.522418611
15/07/11,693.94,1308.87,0.530185274
18/07/11,687.62,1315.94,0.522533322
19/07/11,694.61,1307.07,0.53142173
20/07/11,696.40,1328.66,0.524138681
21/07/11,695.41,1325.65,0.524582959
22/07/11,701.57,1343.80,0.522082676
25/07/11,697.50,1344.32,0.518847149
26/07/11,701.37,1337.39,0.524432589
27/07/11,694.82,1331.91,0.521674588
28/07/11,693.18,1304.84,0.531237623
29/07/11,686.08,1300.12,0.527702981
01/08/11,684.08,1292.59,0.529229531
02/08/11,683.81,1286.56,0.531502456
03/08/11,671.59,1254.25,0.535452023
04/08/11,644.95,1260.23,0.511768645
05/08/11,645.75,1200.28,0.537999883
08/08/11,620.60,1198.48,0.51782658
09/08/11,614.58,1120.23,0.548619034
10/08/11,630.08,1171.77,0.537720286
11/08/11,643.41,1121.30,0.57380478
12/08/11,643.08,1172.87,0.548291968
15/08/11,653.35,1178.86,0.5542195
16/08/11,650.41,1204.22,0.540108784
17/08/11,656.92,1192.89,0.550693358
18/08/11,635.30,1189.62,0.534033809
19/08/11,641.46,1140.47,0.562453287
22/08/11,646.06,1123.55,0.575013395
23/08/11,652.46,1124.36,0.580298748
24/08/11,650.59,1162.16,0.559813537
25/08/11,653.07,1176.69,0.555007011
26/08/11,657.84,1158.85,0.567666048
29/08/11,662.94,1177.91,0.562813373
30/08/11,672.52,1209.76,0.555908197
31/08/11,674.69,1213.00,0.556214097
01/09/11,670.38,1219.12,0.54988664
02/09/11,661.63,1203.90,0.549572057
06/09/11,657.08,1173.97,0.559707829
07/09/11,671.99,1165.85,0.576391731
08/09/11,669.72,1197.98,0.559037547
09/09/11,657.08,1185.37,0.554324979
12/09/11,656.32,1153.50,0.568981361
13/09/11,658.51,1162.59,0.566418256
14/09/11,654.75,1173.32,0.558035659
15/09/11,658.58,1189.44,0.553686357
16/09/11,653.10,1209.21,0.540100644
19/09/11,638.96,1214.99,0.525896263
20/09/11,643.65,1204.50,0.534369116
21/09/11,638.54,1203.63,0.530515441
22/09/11,607.49,1164.55,0.521648104
23/09/11,599.25,1128.82,0.530861785
26/09/11,600.37,1136.91,0.528073638
27/09/11,620.02,1163.32,0.532977856
28/09/11,603.55,1175.39,0.513487864
29/09/11,606.79,1151.74,0.526845555
30/09/11,591.00,1159.93,0.509512815
03/10/11,585.62,1131.21,0.517693974
04/10/11,576.01,1097.42,0.524875708
05/10/11,592.03,1124.03,0.526703825
06/10/11,606.52,1144.11,0.530123677
07/10/11,606.62,1165.03,0.520688223
10/10/11,619.06,1158.15,0.534528515
11/10/11,624.65,1194.60,0.522894525
12/10/11,625.46,1196.19,0.522874543
13/10/11,622.74,1206.96,0.515960595
14/10/11,637.90,1205.65,0.529091776
17/10/11,632.90,1224.47,0.516875546
18/10/11,637.22,1200.75,0.53068199
19/10/11,626.47,1223.46,0.512046246
20/10/11,624.66,1209.92,0.516284465
21/10/11,630.63,1215.39,0.518872625
24/10/11,645.45,1238.72,0.521062871
25/10/11,649.25,1254.19,0.517662555
26/10/11,637.76,1229.17,0.518854186
27/10/11,657.14,1243.97,0.528258399
28/10/11,652.55,1284.39,0.508060246
31/10/11,647.96,1284.96,0.504260989
01/11/11,641.69,1251.00,0.512942846
02/11/11,643.03,1219.62,0.527235778
03/11/11,651.01,1238.25,0.525746255
04/11/11,653.71,1260.82,0.518480037
07/11/11,660.25,1253.21,0.526847057
08/11/11,665.59,1261.12,0.527776897
09/11/11,654.60,1275.18,0.513339293
10/11/11,661.36,1229.59,0.537870347
11/11/11,665.92,1240.12,0.536980292
14/11/11,661.11,1263.85,0.523092139
15/11/11,666.68,1251.70,0.532619637
16/11/11,672.89,1257.81,0.534970147
17/11/11,653.62,1236.56,0.528579284
18/11/11,648.52,1213.19,0.53455922
21/11/11,641.94,1215.62,0.5280781
22/11/11,648.26,1192.98,0.543397458
23/11/11,638.31,1187.48,0.537533432
25/11/11,636.12,1161.41,0.547713555
28/11/11,644.84,1158.67,0.556531368
29/11/11,653.49,1192.56,0.547970836
30/11/11,658.02,1196.72,0.549855856
02/12/11,658.32,1246.03,0.528337038
05/12/11,657.52,1244.33,0.528409586
06/12/11,659.70,1257.19,0.524741209
07/12/11,653.57,1258.14,0.519475257
08/12/11,645.98,1260.87,0.512328154
09/12/11,647.12,1234.48,0.524205414
12/12/11,638.93,1255.05,0.509089917
13/12/11,648.24,1236.83,0.524117381
14/12/11,621.93,1225.73,0.507395185
15/12/11,618.23,1212.12,0.510041745
16/12/11,617.90,1216.09,0.508104581
19/12/11,619.50,1219.74,0.507893322
20/12/11,634.48,1205.72,0.526227814
21/12/11,640.91,1241.25,0.516338852
22/12/11,645.03,1243.72,0.518630962
23/12/11,645.88,1254.00,0.515053429
27/12/11,653.35,1265.02,0.516474522
28/12/11,645.44,1265.38,0.510079344
29/12/11,645.81,1249.75,0.51674991
30/12/11,644.91,1262.82,0.510693844
03/01/12,666.55,1258.86,0.529487234
04/01/12,670.15,1277.03,0.524772245
05/01/12,661.32,1277.30,0.517747749
06/01/12,661.90,1280.93,0.516736356
09/01/12,662.57,1277.83,0.518514748
10/01/12,668.43,1280.77,0.521896906
11/01/12,663.49,1292.02,0.513532221
12/01/12,655.23,1292.48,0.506958173
13/01/12,651.54,1294.82,0.503186312
17/01/12,659.56,1290.22,0.511199408
18/01/12,657.31,1293.65,0.508104897
19/01/12,659.77,1308.07,0.504383099
20/01/12,652.01,1314.49,0.496018304
23/01/12,658.85,1315.29,0.500918353
24/01/12,658.84,1315.96,0.500653363
25/01/12,661.51,1314.40,0.503279747
26/01/12,664.92,1326.28,0.501344739
27/01/12,666.64,1318.25,0.505698236
30/01/12,661.22,1316.16,0.502381929
31/01/12,660.68,1313.53,0.502978539
01/02/12,660.76,1312.45,0.503458646
02/02/12,657.71,1324.24,0.496667976
03/02/12,666.43,1326.21,0.502503751
06/02/12,668.53,1344.32,0.497298783
07/02/12,672.96,1344.33,0.500590852
08/02/12,674.96,1347.04,0.501071906
09/02/12,680.37,1349.97,0.503991644
10/02/12,673.37,1351.21,0.498344077
13/02/12,680.10,1343.06,0.506382738
14/02/12,678.60,1351.30,0.502184933
15/02/12,682.84,1350.52,0.5056148
16/02/12,686.40,1342.61,0.51124325
17/02/12,688.44,1358.06,0.506929812
21/02/12,699.92,1361.22,0.514188596
22/02/12,703.11,1362.11,0.516189588
23/02/12,707.74,1357.53,0.521346195
24/02/12,715.52,1363.46,0.524785472
27/02/12,711.62,1365.20,0.521259815
28/02/12,703.46,1367.56,0.514391544
29/02/12,703.50,1372.20,0.512678618
01/03/12,713.18,1365.90,0.522135369
02/03/12,704.37,1374.09,0.512605725
05/03/12,703.43,1369.59,0.513606992
06/03/12,692.61,1363.63,0.50791747
07/03/12,697.62,1343.39,0.519295886
08/03/12,703.06,1352.65,0.519763797
09/03/12,707.22,1365.97,0.517744826
12/03/12,704.27,1370.78,0.513773983
13/03/12,708.93,1371.92,0.516743396
14/03/12,703.02,1395.95,0.503616963
15/03/12,700.85,1394.17,0.502701177
16/03/12,710.37,1402.55,0.506485615
19/03/12,712.31,1404.17,0.507283093
20/03/12,701.53,1409.59,0.497684575
21/03/12,703.01,1405.52,0.500175522
22/03/12,695.57,1402.89,0.49581129
23/03/12,703.33,1392.78,0.504985281
26/03/12,705.29,1397.11,0.504824101
27/03/12,704.24,1416.55,0.497150189
28/03/12,695.61,1412.52,0.492459788
29/03/12,683.72,1405.39,0.486496489
30/03/12,688.71,1403.31,0.490776878
02/04/12,700.40,1408.47,0.497277613
03/04/12,697.56,1418.98,0.491591636
04/04/12,683.50,1413.09,0.483692546
05/04/12,689.14,1398.79,0.492669379
09/04/12,684.85,1397.45,0.490068482
10/04/12,674.42,1382.18,0.487938908
11/04/12,679.53,1358.98,0.500032745
12/04/12,687.36,1368.77,0.502174361
13/04/12,682.17,1387.61,0.49161616
16/04/12,675.59,1370.27,0.493033709
17/04/12,678.77,1369.57,0.495610374
18/04/12,671.58,1390.78,0.482883202
19/04/12,672.63,1385.08,0.485627184
20/04/12,676.38,1376.96,0.491209912
23/04/12,674.44,1378.53,0.489244703
24/04/12,674.83,1366.97,0.493665479
25/04/12,677.57,1372.11,0.493817332
26/04/12,682.08,1390.64,0.490479635
27/04/12,684.45,1400.19,0.488825802
30/04/12,684.88,1403.26,0.48806244
01/05/12,687.61,1397.86,0.491899117
02/05/12,678.65,1405.50,0.482854714
03/05/12,669.36,1402.32,0.477322865
04/05/12,653.60,1391.51,0.469702553
07/05/12,652.27,1368.79,0.476533069
08/05/12,648.60,1369.16,0.473720675
09/05/12,648.28,1363.20,0.475557438
10/05/12,647.50,1354.58,0.478008608
11/05/12,642.58,1358.11,0.473145842
14/05/12,635.77,1351.93,0.470267026
15/05/12,636.10,1338.36,0.475286246
16/05/12,633.40,1330.78,0.475962218
17/05/12,630.62,1324.82,0.476005646
18/05/12,629.50,1305.05,0.482357304
21/05/12,633.68,1295.73,0.489052889
22/05/12,628.23,1316.09,0.477345014
23/05/12,616.29,1316.02,0.468300634
24/05/12,618.78,1318.72,0.469225916
25/05/12,620.51,1320.81,0.469794369
29/05/12,617.67,1318.90,0.468319509
30/05/12,603.28,1331.25,0.453169953
31/05/12,596.20,1313.09,0.454046867
01/06/12,580.99,1309.87,0.443546611
04/06/12,584.39,1278.29,0.457166605
05/06/12,585.22,1277.82,0.457979528
06/06/12,593.06,1285.61,0.461302961
07/06/12,592.05,1316.15,0.449833226
08/06/12,588.17,1314.99,0.447282869
11/06/12,582.43,1325.72,0.439327837
12/06/12,581.02,1309.40,0.443728349
13/06/12,576.87,1324.02,0.435693192
14/06/12,581.87,1314.88,0.442526314
15/06/12,582.62,1329.19,0.438324544
18/06/12,581.45,1342.42,0.433137021
19/06/12,586.31,1344.83,0.435973766
20/06/12,575.29,1358.04,0.423616241
21/06/12,559.00,1355.43,0.412415691
22/06/12,563.72,1325.92,0.42515016
25/06/12,567.60,1334.90,0.425200315
26/06/12,572.64,1314.09,0.435771599
27/06/12,577.00,1320.71,0.436885463
28/06/12,567.47,1331.52,0.426183535
29/06/12,599.44,1330.12,0.450668661
02/07/12,597.40,1362.33,0.438510053
03/07/12,618.00,1365.75,0.452497748
05/07/12,620.15,1373.72,0.451436173
06/07/12,605.15,1367.09,0.442657543
09/07/12,615.94,1354.66,0.454679329
10/07/12,605.91,1352.96,0.447837482
11/07/12,612.44,1341.40,0.456569107
12/07/12,614.91,1341.29,0.458443513
13/07/12,621.19,1334.81,0.465379492
16/07/12,630.63,1356.50,0.464897678
17/07/12,632.52,1353.68,0.467260209
18/07/12,639.75,1363.58,0.469172839
19/07/12,654.73,1373.01,0.476860183
20/07/12,651.87,1376.51,0.473566919
23/07/12,633.47,1362.34,0.464984365
24/07/12,630.18,1350.52,0.466617895
25/07/12,633.92,1338.35,0.473661
26/07/12,635.43,1338.17,0.474849459
27/07/12,641.77,1360.05,0.471873975
30/07/12,644.60,1385.94,0.465101087
31/07/12,635.82,1385.27,0.458988067
01/08/12,637.61,1379.32,0.462263652
02/08/12,630.33,1375.13,0.458379426
03/08/12,647.65,1365.45,0.474311472
06/08/12,650.34,1391.04,0.467520776
07/08/12,657.51,1394.46,0.471513561
08/08/12,658.72,1401.23,0.470098556
09/08/12,661.65,1402.26,0.471843025
10/08/12,656.21,1402.58,0.467861013
13/08/12,653.61,1405.87,0.464913968
14/08/12,655.53,1404.36,0.466783446
15/08/12,662.14,1403.89,0.471645143
16/08/12,667.57,1405.57,0.474948811
17/08/12,667.56,1415.84,0.471491129
20/08/12,669.27,1417.85,0.472031315
21/08/12,675.55,1418.13,0.476365284
22/08/12,676.69,1413.09,0.478874594
23/08/12,674.13,1413.49,0.476927958
24/08/12,670.51,1401.99,0.478256264
27/08/12,666.96,1411.13,0.472644264
28/08/12,668.50,1410.44,0.47396784
29/08/12,668.71,1409.32,0.474488122
30/08/12,666.96,1410.08,0.472996922
31/08/12,675.03,1400.07,0.482142464
04/09/12,672.55,1406.54,0.478159455
05/09/12,668.72,1404.94,0.47598111
06/09/12,671.72,1403.74,0.478523658
07/09/12,676.64,1432.12,0.472477516
10/09/12,677.88,1437.92,0.471434364
11/09/12,681.05,1429.13,0.476550209
12/09/12,682.79,1433.56,0.476290284
13/09/12,687.22,1436.56,0.478376399
14/09/12,694.21,1460.07,0.475461724
17/09/12,678.68,1465.42,0.463131525
18/09/12,670.13,1461.19,0.458619345
19/09/12,656.73,1459.50,0.449968208
20/09/12,658.35,1461.05,0.450598131
21/09/12,663.97,1460.34,0.454664667
24/09/12,657.68,1459.76,0.450538856
25/09/12,658.66,1456.94,0.452087526
26/09/12,651.87,1441.60,0.452184517
27/09/12,660.26,1433.36,0.460639337
28/09/12,665.73,1447.13,0.460032133
01/10/12,666.97,1440.90,0.46288639
02/10/12,664.18,1444.99,0.459641658
03/10/12,648.90,1446.05,0.448738425
04/10/12,665.19,1451.08,0.458410632
05/10/12,659.63,1461.40,0.451368961
08/10/12,656.64,1460.93,0.449468968
09/10/12,667.25,1455.90,0.458308126
10/10/12,664.76,1441.48,0.461164914
11/10/12,671.84,1432.82,0.468893441
12/10/12,665.31,1432.84,0.464326094
15/10/12,663.08,1428.75,0.464100087
16/10/12,664.24,1440.31,0.461181829
17/10/12,664.94,1454.22,0.45724519
18/10/12,665.13,1460.94,0.455275028
19/10/12,656.05,1457.34,0.450168595
22/10/12,648.50,1433.21,0.452484004
23/10/12,639.30,1433.74,0.445897164
24/10/12,636.75,1413.20,0.450570832
25/10/12,637.47,1409.74,0.452192177
26/10/12,638.97,1412.97,0.452215829
31/10/12,637.74,1410.99,0.451978044
01/11/12,638.86,1410.99,0.452771954
02/11/12,626.07,1427.59,0.438550354
05/11/12,629.85,1414.02,0.445431394
06/11/12,644.61,1417.26,0.454829883
07/11/12,629.00,1428.27,0.440391523
08/11/12,631.53,1394.53,0.452862255
09/11/12,636.41,1377.55,0.461984102
12/11/12,634.52,1379.86,0.459840998
13/11/12,633.32,1380.03,0.458914371
14/11/12,637.39,1374.64,0.463678418
15/11/12,634.10,1355.41,0.467829144
16/11/12,637.01,1353.36,0.470684519
19/11/12,650.58,1359.88,0.478410963
20/11/12,642.72,1386.82,0.463446662
21/11/12,646.01,1387.79,0.46549759
23/11/12,649.80,1391.03,0.46713306
26/11/12,646.99,1409.15,0.459131888
27/11/12,645.96,1406.29,0.459334561
28/11/12,642.59,1398.77,0.459394254
29/11/12,649.34,1409.96,0.460536114
30/11/12,650.05,1415.95,0.459091281
03/12/12,650.78,1416.34,0.459479857
04/12/12,644.95,1409.46,0.457586026
05/12/12,643.26,1407.05,0.457169681
06/12/12,635.69,1409.43,0.451023463
07/12/12,632.88,1413.95,0.447597369
10/12/12,631.40,1418.07,0.445255382
11/12/12,631.93,1418.55,0.445478411
12/12/12,637.05,1427.84,0.446166237
13/12/12,631.38,1428.48,0.441994218
14/12/12,637.14,1419.45,0.448865617
17/12/12,636.92,1413.54,0.450585763
18/12/12,640.18,1430.47,0.447529693
19/12/12,644.73,1446.79,0.445628668
20/12/12,643.49,1435.81,0.448173644
21/12/12,639.09,1443.67,0.442687041
24/12/12,637.84,1430.15,0.445996574
26/12/12,646.31,1426.66,0.453020902
27/12/12,645.78,1419.83,0.454828606
28/12/12,644.43,1418.10,0.45443516
31/12/12,646.58,1402.43,0.461045899
02/01/13,652.56,1426.19,0.45755278
03/01/13,650.05,1462.42,0.444503494
04/01/13,646.71,1459.37,0.443141218
07/01/13,648.69,1466.47,0.44235102
08/01/13,650.18,1461.89,0.444753162
09/01/13,649.31,1457.15,0.445601208
10/01/13,653.11,1461.02,0.447022423
11/01/13,649.58,1472.12,0.441257506
14/01/13,655.19,1472.05,0.445084678
15/01/13,652.18,1470.67,0.443457132
16/01/13,653.31,1472.33,0.443722263
17/01/13,658.21,1472.63,0.446963732
18/01/13,660.83,1480.95,0.44622364
22/01/13,664.07,1485.98,0.446893027
23/01/13,661.98,1492.56,0.44352227
24/01/13,664.22,1494.81,0.444349115
25/01/13,662.75,1494.82,0.443361408
28/01/13,665.33,1502.96,0.442679978
29/01/13,670.51,1500.18,0.446951699
30/01/13,675.95,1507.84,0.448286954
31/01/13,675.37,1501.96,0.449656382
01/02/13,679.05,1498.11,0.453272523
04/02/13,673.87,1513.17,0.445338726
05/02/13,676.70,1495.71,0.452424868
06/02/13,676.14,1511.29,0.447394742
07/02/13,674.01,1512.12,0.445736648
08/02/13,678.14,1509.39,0.449282823
11/02/13,677.66,1517.93,0.446436858
12/02/13,678.90,1517.01,0.447524736
13/02/13,679.20,1519.43,0.447008878
14/02/13,679.37,1520.33,0.446857919
15/02/13,675.95,1521.38,0.444301292
19/02/13,675.63,1519.79,0.444554313
20/02/13,668.28,1530.94,0.436519067
21/02/13,657.31,1511.95,0.434742882
22/02/13,658.12,1502.42,0.438042824
25/02/13,658.64,1515.60,0.434570599
26/02/13,653.56,1487.85,0.439266727
27/02/13,650.13,1496.94,0.434305984
28/02/13,648.21,1515.99,0.427581712
01/03/13,642.65,1514.68,0.424278329
04/03/13,640.41,1518.20,0.421824595
05/03/13,645.94,1525.20,0.423511146
06/03/13,641.74,1539.79,0.416768001
07/03/13,646.65,1541.46,0.419503458
08/03/13,648.81,1544.26,0.420144147
11/03/13,648.72,1551.15,0.418217129
12/03/13,649.62,1556.22,0.417431404
13/03/13,647.17,1552.48,0.416864565
14/03/13,650.23,1554.52,0.418281013
15/03/13,652.50,1563.21,0.41741116
18/03/13,650.30,1560.70,0.416669828
19/03/13,643.16,1552.10,0.414378262
20/03/13,648.70,1548.34,0.418967346
21/03/13,644.55,1558.71,0.413517781
22/03/13,646.50,1545.90,0.41820163
25/03/13,649.03,1556.89,0.416877172
26/03/13,654.54,1551.69,0.421822851
27/03/13,657.78,1563.75,0.420642942
28/03/13,655.05,1562.86,0.419133128
01/04/13,653.10,1569.18,0.416202411
02/04/13,651.87,1562.17,0.417281986
03/04/13,638.67,1570.25,0.406730775
04/04/13,633.00,1553.69,0.407416023
05/04/13,628.26,1559.98,0.402733497
08/04/13,632.31,1553.26,0.407088446
09/04/13,637.09,1563.11,0.407576306
10/04/13,636.03,1568.61,0.40547574
11/04/13,631.61,1587.73,0.39780605
12/04/13,623.16,1593.30,0.391115797
15/04/13,608.83,1588.84,0.383192581
16/04/13,609.91,1552.36,0.3928896
17/04/13,600.97,1574.57,0.381672584
18/04/13,606.01,1552.03,0.390463007
19/04/13,607.50,1541.61,0.394067501
22/04/13,609.10,1555.25,0.391642437
23/04/13,607.11,1562.50,0.388549056
24/04/13,614.65,1578.78,0.389320235
25/04/13,625.15,1578.93,0.395934145
26/04/13,622.29,1585.16,0.392572989
29/04/13,629.99,1582.34,0.398138769
30/04/13,624.44,1593.58,0.39184415
01/05/13,611.06,1597.55,0.382495509
02/05/13,622.62,1582.77,0.393372
03/05/13,631.08,1597.60,0.395020218
06/05/13,632.74,1614.40,0.391933722
07/05/13,630.47,1617.55,0.389766066
08/05/13,632.85,1625.95,0.389216581
09/05/13,634.91,1632.69,0.388874557
10/05/13,629.36,1626.69,0.386897811
13/05/13,627.87,1632.10,0.384700447
14/05/13,625.54,1633.75,0.382884774
15/05/13,624.91,1649.13,0.378931558
16/05/13,627.99,1658.07,0.378750294
17/05/13,632.05,1652.45,0.382491634
20/05/13,635.02,1665.71,0.381229085
21/05/13,631.02,1666.20,0.378720562
22/05/13,625.96,1669.39,0.374965107
23/05/13,624.86,1651.62,0.378328732
24/05/13,624.40,1646.67,0.379187755
28/05/13,630.57,1652.63,0.381553161
29/05/13,623.35,1656.57,0.376287027
30/05/13,622.46,1649.14,0.377443031
31/05/13,615.46,1652.13,0.372524014
03/06/13,622.56,1631.71,0.381537651
04/06/13,625.64,1640.73,0.381315817
05/06/13,626.58,1629.05,0.384626684
06/06/13,628.70,1609.29,0.390672222
07/06/13,631.05,1625.27,0.388274133
10/06/13,626.86,1644.67,0.381144789
11/06/13,622.42,1638.64,0.379839196
12/06/13,623.62,1629.94,0.382602059
13/06/13,626.36,1612.15,0.388527184
14/06/13,631.24,1635.52,0.385954375
17/06/13,630.52,1630.64,0.386673208
18/06/13,633.01,1639.77,0.386033895
19/06/13,635.84,1651.83,0.384930653
20/06/13,616.46,1624.62,0.379450518
21/06/13,610.04,1588.62,0.384007755
24/06/13,610.30,1588.77,0.384135904
25/06/13,611.83,1577.52,0.387840154
26/06/13,610.93,1592.27,0.383687314
27/06/13,615.88,1606.44,0.383382324
28/06/13,611.30,1611.12,0.379423072
